Id,PostId,PostNoticeTypeId,CreationDate,DeletionDate,ExpiryDate,Body,OwnerUserId,DeletionUserId
"310","45818","14","2013-12-11 11:24:49","2013-12-17 12:09:06","","This is a really interesting question, directly applicable to anyone designing blog navigation. A comprehensive answer would be extremely beneficial for the community.","16187","16187"
"311","49122","11","2013-12-20 05:57:03","2013-12-26 07:33:27","","","4679","4679"
"312","49341","3","2013-12-24 00:48:32","","","","3865",""
"313","49280","1","2013-12-25 09:13:55","","","","3865",""
"314","33311","13","2013-12-29 21:54:47","2014-01-05 01:02:11","","","39300","39300"
"315","49590","3","2014-01-02 02:20:50","","","","3865",""
"316","49589","3","2014-01-02 02:21:01","2014-01-02 02:51:03","","","3865","3865"
"317","49690","3","2014-01-05 16:36:57","","","","3865",""
"318","45019","13","2014-01-08 16:47:13","2014-01-15 19:40:36","","","3865","3865"
"319","49802","11","2014-01-10 08:12:53","2014-01-17 10:10:11","","","29012","29012"
"320","49979","3","2014-01-11 11:30:46","","","","3865",""
"321","50086","1","2014-01-13 13:28:49","","","","3865",""
"322","49951","11","2014-01-13 13:32:46","2014-01-17 14:13:39","","I left out a key detail when I asked the question initially, and I'd like to offer a reward for an answer that addresses the new information I just added -- that the goal is to support a corporate brand and anything that can be done on an institutional website, not a software app.","32301","32301"
"323","50000","1","2014-01-13 16:25:25","","","","3865",""
"324","49992","1","2014-01-14 09:53:23","","","","3865",""
"325","50177","3","2014-01-14 16:18:35","","","","3865",""
"326","50087","13","2014-01-16 04:54:29","2014-01-24 06:00:56","","","13536","13536"
"327","50260","1","2014-01-16 11:09:45","","","","3865",""
"328","50326","1","2014-01-16 11:10:51","","","","3865",""
"329","50335","1","2014-01-16 11:11:05","","","","3865",""
"330","50353","1","2014-01-16 11:11:17","","","","3865",""
"331","50327","1","2014-01-16 11:15:33","","","","3865",""
"332","50337","1","2014-01-16 11:16:10","","","","3865",""
"333","50341","1","2014-01-16 11:16:24","2014-02-05 09:33:39","","","3865","3865"
"334","50330","1","2014-01-16 11:16:52","","","","3865",""
"335","50331","1","2014-01-16 11:18:14","","","","3865",""
"336","50267","1","2014-01-16 11:20:49","","","","3865",""
"337","45762","1","2014-01-16 11:22:06","","","","3865",""
"338","50334","1","2014-01-16 11:22:17","","","","3865",""
"339","45737","1","2014-01-16 11:22:49","","","","3865",""
"340","50390","3","2014-01-16 22:44:28","","","","3865",""
"341","50548","3","2014-01-19 13:35:06","","","","3865",""
"342","50457","1","2014-01-20 09:11:09","","","","3865",""
"343","50332","1","2014-01-20 09:11:36","","","","3865",""
"344","50516","1","2014-01-20 09:12:30","","","","3865",""
"345","50637","20","2014-01-21 10:03:45","2014-01-21 11:22:59","","","3865","3865"
"346","50637","3","2014-01-21 11:23:13","","","","3865",""
"347","50915","3","2014-01-24 11:46:48","","","","3865",""
"348","50999","3","2014-01-26 09:10:11","","","","3865",""
"349","26464","3","2014-01-30 12:12:08","","","","3865",""
"350","51482","3","2014-02-02 15:46:48","","","","3865",""
"351","50612","12","2014-02-02 23:46:29","2014-02-10 04:33:50","","","13198","13198"
"352","51498","3","2014-02-02 23:58:16","","","","3865",""
"353","51379","11","2014-02-03 19:29:28","2014-02-07 17:03:47","","Looking for a high quality answer.","33707","33707"
"354","51565","1","2014-02-04 09:44:04","2014-02-04 10:22:40","","","3865","3865"
"355","51565","3","2014-02-04 10:22:50","2014-02-05 16:54:39","","","3865","3865"
"356","51574","1","2014-02-04 13:15:52","","","","3865",""
"357","51565","1","2014-02-05 16:54:48","","","","3865",""
"358","51753","3","2014-02-06 09:10:48","","","","3865",""
"359","51783","3","2014-02-08 08:57:47","","","","3865",""
"360","51995","1","2014-02-11 13:30:31","","","","3865",""
"361","52152","1","2014-02-13 01:05:51","","","","7627",""
"362","52153","3","2014-02-13 01:06:13","","","","7627",""
"363","52224","3","2014-02-13 23:24:55","","","","3865",""
"364","52230","3","2014-02-14 07:05:02","","","","3865",""
"365","51690","13","2014-02-14 21:47:24","2014-02-21 21:46:07","","The current answers attempt to alleviate confusion, rather than providing insight into whether or not users are confused.","35516","35516"
"366","52289","1","2014-02-14 23:30:39","","","","3865",""
"367","52355","1","2014-02-17 15:26:13","","","","3865",""
"368","52370","1","2014-02-17 19:12:20","","","","3865",""
"369","52347","3","2014-02-17 21:35:28","","","","249",""
"370","51990","13","2014-02-17 22:17:10","2014-02-25 15:33:49","","","40110","40110"
"371","52425","3","2014-02-18 13:41:13","","","","3865",""
"372","52584","3","2014-02-20 11:53:02","","","","3865",""
"373","52621","1","2014-02-21 09:36:18","2014-02-21 10:43:40","","","3865","3865"
"374","52599","14","2014-02-23 14:43:05","2014-03-03 15:48:12","","The answer does not have to contain the(!) solution. I'm just be looking for some inspiration or combination of more solutions that worked for you.","33805","-1"
"375","52759","13","2014-02-25 15:46:01","2014-03-04 13:45:58","","Looking for actual research and not just references to articles and personal opinions","5113","5113"
"376","53251","3","2014-03-02 11:35:19","","","","3865",""
"377","53254","3","2014-03-02 11:35:36","","","","3865",""
"378","52725","1","2014-03-05 13:12:10","","","","3865",""
"379","52705","1","2014-03-05 13:12:39","","","","3865",""
"380","53647","3","2014-03-10 17:37:01","","","","3865",""
"381","53309","15","2014-03-12 11:34:11","2014-03-18 08:29:04","","","44409","44409"
"382","54068","1","2014-03-15 11:46:30","2014-03-15 11:46:37","","","3865","3865"
"383","54326","1","2014-03-20 10:54:51","","","","3865",""
"384","54328","1","2014-03-20 10:55:03","2014-03-21 10:01:17","","","3865","3865"
"385","54410","3","2014-03-21 12:18:52","","","","3865",""
"386","53176","14","2014-03-21 16:42:43","2014-03-29 18:13:51","","Let's face it, this needs a lot more attention (pain point for everyone!), and our answerer needs the compensation, but if we get an even better answer, I'll accept that one. Thanks!!!","41053","-1"
"387","54425","1","2014-03-21 16:53:33","","","","3865",""
"388","54511","3","2014-03-26 06:57:13","2014-03-26 09:20:44","","","3865","3865"
"389","54853","3","2014-03-29 07:49:47","","","","3865",""
"390","54995","3","2014-04-01 07:47:48","2014-04-01 08:02:06","","","3865","3865"
"391","55033","3","2014-04-01 14:26:43","","","","3865",""
"392","54874","13","2014-04-03 12:52:10","2014-04-11 10:48:01","","","12741","12741"
"393","55017","11","2014-04-04 22:12:06","2014-04-13 00:02:57","","","46060","-1"
"394","55233","13","2014-04-07 17:27:41","2014-04-14 17:34:10","","","13930","13930"
"395","55606","3","2014-04-11 20:27:58","","","","7627",""
"396","55611","3","2014-04-12 07:11:34","","","","3865",""
"397","55649","1","2014-04-14 07:58:12","","","","3865",""
"398","55707","1","2014-04-14 22:04:09","","","","3865",""
"399","55745","3","2014-04-15 13:14:57","","","","3865",""
"400","55896","3","2014-04-17 12:32:58","","","","3865",""
"401","55952","3","2014-04-18 12:47:28","","","","3865",""
"402","56018","3","2014-04-21 07:56:10","","","","3865",""
"403","56071","1","2014-04-22 06:06:19","","","","3865",""
"404","55961","1","2014-04-22 08:19:25","","","","3865",""
"405","56110","11","2014-04-25 06:09:39","2014-05-01 20:27:24","","","47137","47137"
"406","56278","1","2014-04-26 19:05:22","","","","3865",""
"407","56332","13","2014-04-28 14:01:49","2014-05-04 22:44:56","","I believe I have seen similar guides for designers, and because UX design is multi-disciplinary, I wonder if there needs to be an extended guide to cover all the areas that we work in, or if existing guides are generic enough to cover all aspects. If there are references available it will be useful to determine if it is appropriate to be used or adapted.","27659","27659"
"408","56492","1","2014-04-30 09:22:12","","","","3865",""
"409","56744","1","2014-05-04 19:59:41","2014-05-06 08:19:20","","","3865","3865"
"410","56943","3","2014-05-08 08:02:26","","","","3865",""
"411","56959","3","2014-05-08 10:31:56","2014-05-08 11:13:28","","","3865","3865"
"412","57002","3","2014-05-08 20:07:52","","","","3865",""
"413","57015","3","2014-05-08 23:12:58","2014-05-09 05:54:24","","","3865","3865"
"414","57028","3","2014-05-09 09:57:57","","","","3865",""
"415","57027","3","2014-05-09 09:58:13","","","","3865",""
"416","57528","3","2014-05-20 09:01:00","","","","3865",""
"417","57592","3","2014-05-21 06:34:28","","","","3865",""
"418","57853","3","2014-05-23 15:04:11","","","","3865",""
"419","57403","11","2014-05-26 15:47:55","2014-06-02 23:09:20","","","21531","21531"
"420","57935","3","2014-05-26 16:46:56","","","","3865",""
"421","58018","3","2014-05-27 13:02:20","","","","3865",""
"422","57686","11","2014-06-02 20:11:16","2014-06-08 05:16:48","","","47310","47310"
"423","59751","3","2014-06-11 05:59:50","","","","3865",""
"424","59793","1","2014-06-11 20:03:55","","","","3865",""
"425","59747","13","2014-06-15 22:54:42","2014-06-22 22:30:25","","Looking for either formal or anecdotal evidence to show browser window size in the context of different screen monitor sizes.","27659","27659"
"426","59992","3","2014-06-16 22:44:24","","","","3865",""
"427","58414","14","2014-06-17 16:34:31","2014-06-25 17:56:58","","","43675","-1"
"428","44132","1","2014-06-18 09:47:05","","","","3865",""
"429","60142","3","2014-06-19 19:14:39","","","","3865",""
"430","60158","3","2014-06-20 09:09:33","","","","3865",""
"431","60205","11","2014-06-22 20:10:45","2014-06-30 21:37:22","","","31341","-1"
"432","60466","13","2014-06-29 23:12:22","2014-07-08 00:43:12","","I think this question will provide a good summary for people who are designing websites for an international audience. It is an excellent way to draw references and ideas from a diverse audience that deal with users from specific demographics and regions.","27659","-1"
"433","60683","3","2014-07-02 06:05:43","","","","3865",""
"434","60757","3","2014-07-03 12:38:10","2014-07-03 12:51:52","","","3865","3865"
"435","60759","3","2014-07-03 12:38:27","","","","3865",""
"436","10312","3","2014-07-10 13:28:55","2014-07-10 13:47:31","","","7627","7627"
"437","60754","14","2014-07-11 08:04:17","2014-07-17 21:38:22","","I believe that having and sharing a clear and comprehensive set of categories could greatly help both UX designers' thinking and communication with their clients by providing useful shortcuts to list possible options and make informed design decisions. Hence this bounty !","51218","51218"
"438","61210","3","2014-07-14 11:35:34","","","","3865",""
"439","61235","3","2014-07-14 15:43:51","","","","3865",""
"440","61243","3","2014-07-14 21:18:59","","","","3865",""
"441","61500","3","2014-07-18 11:39:40","2014-07-18 23:22:09","","","3865","3865"
"442","61538","3","2014-07-18 23:22:51","","","","3865",""
"443","61545","1","2014-07-19 21:53:08","","","","249",""
"444","61063","11","2014-07-20 10:51:30","2014-07-28 12:32:48","","","40329","-1"
"445","61585","3","2014-07-20 14:36:08","","","","3865",""
"446","61466","13","2014-07-20 20:14:25","2014-07-28 21:55:30","","","22113","-1"
"447","61620","3","2014-07-21 07:52:41","","","","3865",""
"448","61706","1","2014-07-22 16:08:44","","","","3865",""
"449","61841","3","2014-07-24 20:06:58","","","","3865",""
"450","62001","3","2014-07-27 20:47:42","","","","3865",""
"451","61972","11","2014-07-29 13:30:12","2014-08-06 14:45:49","","","16809","-1"
"452","43856","10","2014-07-30 07:10:21","2014-08-07 08:58:01","","Still wondering if there has been any new studies in this area, since more applications are being styled in the Ribbon UI fashion since this question was first asked (and answered).","27659","-1"
"453","36783","12","2014-07-30 07:21:02","2014-08-07 08:58:01","","Based on recent online development guides and front-end development practices, it seems like we should be able to come up with more detailed answers that allow ease of implementation, based on existing standards.","27659","-1"
"454","45686","11","2014-07-30 07:35:02","2014-08-07 08:58:01","","","27659","-1"
"455","62211","3","2014-07-30 12:50:31","","","","3865",""
"456","61815","13","2014-08-02 14:51:26","2014-08-10 05:16:22","","Have got some basic information but need more authoritative answer preferably with some examples to outline different approaches","52092","52092"
"457","62467","3","2014-08-04 15:20:29","","","","3865",""
"458","62679","3","2014-08-07 07:45:13","","","","3865",""
"459","62725","3","2014-08-07 17:29:34","","","","3865",""
"460","62831","3","2014-08-11 08:22:54","","","","3865",""
"461","62836","3","2014-08-11 14:50:07","","","","3865",""
"462","63038","3","2014-08-14 09:37:04","","","","3865",""
"463","63184","3","2014-08-18 08:15:39","2014-08-18 09:56:43","","","3865","3865"
"464","63057","11","2014-08-18 16:30:52","2014-08-25 15:09:30","","","46454","46454"
"465","62575","13","2014-08-19 19:06:42","2014-08-27 20:47:40","","While we have some consensus in our office, we would still like to know why we should believe what we think.","4695","-1"
"466","63346","3","2014-08-20 14:20:49","","","","3865",""
"467","38895","13","2014-08-26 15:15:59","2014-09-03 17:05:19","","I think the question needs to be asked again and an answer sorted out.

Membership/Product Comparison on Mobile.","52868","-1"
"468","63550","1","2014-08-26 15:37:47","2014-09-22 16:13:10","","","3865","3865"
"469","63657","3","2014-08-27 21:37:36","","","","3865",""
"470","55543","11","2014-08-28 04:58:38","2014-09-05 06:16:38","","","13804","-1"
"471","49719","13","2014-08-30 08:33:08","2014-09-07 09:46:54","","Are Visual Programming Interfaces effective for non-tech users? Reference or study based answers are very welcome.","24843","-1"
"472","63778","1","2014-09-01 07:59:11","","","","3865",""
"473","64002","1","2014-09-05 10:45:14","2014-09-05 10:59:27","","","3865","3865"
"474","64004","11","2014-09-12 12:27:59","2014-09-16 13:02:09","","","4679","4679"
"475","64415","1","2014-09-15 21:32:36","","","","3865",""
"476","64517","3","2014-09-18 08:16:27","","","","3865",""
"477","64549","3","2014-09-18 09:46:09","","","","3865",""
"478","64552","3","2014-09-18 11:26:23","","","","3865",""
"479","64721","3","2014-09-23 18:21:57","","","","3865",""
"480","64372","11","2014-09-27 01:16:53","2014-10-05 02:36:27","","","809","-1"
"481","65086","1","2014-10-02 18:25:12","","","","3865",""
"482","65085","1","2014-10-02 18:27:44","","","","3865",""
"483","65161","3","2014-10-06 11:07:09","","","","3865",""
"484","8238","3","2014-10-08 20:40:45","","","","7627",""
"485","66536","3","2014-10-14 18:36:10","","","","3865",""
"486","65333","13","2014-10-14 20:22:30","2014-10-17 16:20:43","","I am looking for research which actually shows that users tend to see more results when using infinite scrolling as opposed to standard pagination","5113","5113"
"487","66706","3","2014-10-21 13:36:50","2014-10-21 13:39:12","","","3865","3865"
"488","66771","3","2014-10-22 05:58:49","","","","3865",""
"489","66786","3","2014-10-22 10:32:18","","","","3865",""
"490","66801","3","2014-10-22 13:56:48","","","","3865",""
"491","67001","3","2014-10-28 14:30:55","","","","3865",""
"492","67092","3","2014-10-30 08:14:08","","","","3865",""
"493","67086","11","2014-10-31 23:18:53","2014-11-06 13:20:51","","","54359","54359"
"494","67303","3","2014-11-05 11:52:48","","","","3865",""
"495","67331","3","2014-11-05 18:31:38","","","","3865",""
"496","67332","3","2014-11-05 18:32:00","","","","3865",""
"497","67217","11","2014-11-07 15:23:12","2014-11-14 15:00:07","","Wanted to see if there was any novel ideas workflows or platforms compared to the big common solutions that industry current has which all seem slightly lacking. ""confluence, google drive, skydrive, sharepoint, git , simple shared drive or dropbox etc""","31536","31536"
"498","67408","3","2014-11-07 20:03:48","","","","3865",""
"499","67433","3","2014-11-09 10:55:11","","","","3865",""
"500","67453","3","2014-11-10 06:55:11","","","","3865",""
"501","67311","11","2014-11-11 09:01:29","2014-11-17 23:21:55","","C’mon, there has to be an openly accessible collection of patterns.","56511","56511"
"502","67421","11","2014-11-11 09:43:17","2014-11-13 07:38:21","","Nobody answered the question, and what am I going to use my reputation points for, anyway?","31143","31143"
"503","67379","11","2014-11-12 21:22:40","2014-11-18 09:14:13","","","57114","57114"
"504","67614","3","2014-11-13 07:22:47","","","","3865",""
"505","67721","3","2014-11-17 09:16:51","","","","3865",""
"506","67689","3","2014-11-17 09:36:14","","","","3865",""
"507","68002","3","2014-11-25 16:05:52","","","","3865",""
"508","67948","11","2014-11-26 09:59:56","2014-12-04 04:57:46","","Looking for improvements for existing options in the question, Also any other suggestions apart from the proposed options are welcome.","15382","15382"
"509","68111","3","2014-11-28 17:25:08","","","","3865",""
"510","68105","3","2014-11-28 17:25:24","","","","3865",""
"511","68146","3","2014-11-29 17:58:20","","","","3865",""
"512","68236","1","2014-12-02 00:26:50","","","","3865",""
"513","68193","11","2014-12-03 12:51:58","2014-12-10 12:36:00","","Bounty goes to someone that can either provide a concrete example of how to deal with these functionalities via a purely graphical interface, or alternatively guidelines on how to implement a language/wizard for the best compromise in terms of ease of use/expressive power","57729","57729"
"514","68315","3","2014-12-03 17:08:46","","","","3865",""
"515","68342","3","2014-12-04 01:10:24","","","","249",""
"516","68352","3","2014-12-04 03:56:07","","","","249",""
"517","68347","3","2014-12-04 08:48:21","","","","249",""
"518","69646","3","2014-12-11 10:13:11","","","","3865",""
"519","66412","14","2014-12-11 11:20:33","2014-12-18 12:28:47","","The card view is being used (and sometimes abused) in modern interface design. I want to know if this is just not the right pattern in some circumstances, or if I just haven't come across something that works well.","27659","27659"
"520","69666","11","2014-12-13 18:26:41","2014-12-18 11:52:53","","","54359","54359"
"521","69711","3","2014-12-14 19:58:43","","","","3865",""
"522","68604","1","2014-12-15 23:26:26","","","","3865",""
"523","68490","15","2014-12-16 11:32:52","2014-12-17 11:32:58","","","53932","53932"
"524","69909","3","2014-12-16 21:14:58","","","","3865",""
"525","66936","11","2014-12-17 11:38:44","2014-12-18 11:52:37","","","53932","53932"
"526","14127","15","2014-12-18 04:14:46","2014-12-25 03:33:48","","","7374","7374"
"527","29683","15","2014-12-18 04:15:03","2014-12-22 20:31:49","","","7374","7374"
"528","69989","3","2014-12-18 10:53:03","","","","3865",""
"529","69788","3","2014-12-18 13:19:43","","","","3865",""
"530","69877","13","2014-12-18 21:48:37","2014-12-26 23:00:51","","Would really like to find something concrete to refer to here.","12292","-1"
"531","70073","3","2014-12-20 15:12:08","","","","3865",""
"532","70099","3","2014-12-22 15:29:45","","","","3865",""
"533","11660","15","2014-12-22 18:52:09","2014-12-29 18:53:06","","This needs an accepted answer!!","40110","40110"
"534","70157","13","2014-12-30 13:20:13","2015-01-07 15:09:54","","","59607","-1"
"535","70299","3","2014-12-30 13:45:46","","","","3865",""
"536","70413","3","2015-01-04 11:24:34","","","","3865",""
"537","71598","3","2015-01-08 11:35:54","","","","3865",""
"538","71766","3","2015-01-12 09:31:01","","","","3865",""
"539","71887","15","2015-01-15 23:22:11","2015-01-21 17:54:27","","Hoping to see links that show trending for computer mouse popularity over time. Also hoping to see any sort of research into similar technologies that could enhance or replace the mouse such as eye-tracking.","58111","58111"
"540","50476","3","2015-01-19 07:51:02","","","","249",""
"541","50459","3","2015-01-19 07:51:09","","","","249",""
"542","72062","11","2015-01-19 09:24:41","2015-01-26 09:25:26","","My own answer is not applicable to every situation, and as it turned out (in comments) this is also the case for OP. I feel my answer hides this interesting question in the limbo between ""*zero answers*"" and ""*questions with an accepted answer*"", so I'm posting a small bounty to draw some attention. Bounty will be awarded to either the accepted answer, or if no such answer exists to the highest upvoted answer.","7242","7242"
"543","72177","3","2015-01-19 11:12:21","","","","3865",""
"544","72296","3","2015-01-21 21:25:42","","","","7627",""
"545","72453","3","2015-01-23 14:53:44","","","","3865",""
"546","72358","11","2015-01-23 18:42:42","2015-01-31 19:49:51","","","61520","-1"
"547","72350","14","2015-01-24 08:53:20","2015-01-28 11:26:45","","","41024","41024"
"548","72881","3","2015-01-30 19:58:43","","","","3865",""
"549","73119","3","2015-02-05 02:48:32","","","","249",""
"550","69772","1","2015-02-07 05:43:44","","","","3865",""
"551","73354","3","2015-02-10 09:05:37","","","","4679",""
"552","11305","1","2015-02-10 18:29:44","","","","3865",""
"553","73159","11","2015-02-14 06:57:33","2015-02-15 18:00:29","","only provided answer is not a real solution. needs more attention","62264","62264"
"554","73568","3","2015-02-14 17:27:20","","","","3865",""
"555","48794","10","2015-02-21 15:47:38","2015-03-01 00:16:49","","","62844","62844"
"556","73992","3","2015-02-23 13:28:36","","","","3865",""
"557","74186","1","2015-02-26 14:56:59","","","","3865",""
"558","74035","14","2015-02-27 03:57:48","2015-03-06 04:27:59","","I am trying to come up with some common terms and definitions that are suitable to use for specification or design documents, and thought it would be helpful to obtain a consensus on the best answer to the question.","27659","27659"
"559","74254","3","2015-02-27 21:16:56","","","","3865",""
"560","74534","3","2015-03-06 11:51:59","","","","3865",""
"561","74569","13","2015-03-09 11:44:47","2015-03-10 13:57:09","","","63190","63190"
"562","74629","3","2015-03-09 15:08:12","","","","3865",""
"563","74627","3","2015-03-09 15:08:21","","","","3865",""
"564","74719","3","2015-03-11 10:07:48","2015-04-30 09:15:39","","","3865","3865"
"565","74892","3","2015-03-15 07:09:08","","","","4679",""
"566","74882","13","2015-03-17 07:08:12","2015-03-25 05:35:42","","","21322","21322"
"567","75058","1","2015-03-19 11:09:48","","","","3865",""
"568","75021","11","2015-03-22 14:55:20","2015-03-27 21:00:08","","It would be great to hear more opinions on this.","63702","63702"
"569","75245","3","2015-03-23 12:45:43","","","","3865",""
"570","75319","3","2015-03-25 07:48:56","","","","3865",""
"571","75335","3","2015-03-25 12:28:03","","","","3865",""
"572","75339","3","2015-03-25 14:13:49","","","","3865",""
"573","74947","11","2015-03-26 23:25:30","2015-04-02 03:13:49","","","809","809"
"574","75475","3","2015-03-27 15:10:51","","","","3865",""
"575","75484","3","2015-03-27 17:04:02","","","","3865",""
"576","74805","1","2015-03-27 17:04:23","","","","3865",""
"577","75521","3","2015-03-29 17:35:00","","","","3865",""
"578","75542","3","2015-03-29 21:27:56","","","","3865",""
"579","75615","3","2015-03-31 11:04:45","","","","3865",""
"580","75925","1","2015-04-05 22:25:11","","","","3865",""
"581","76164","3","2015-04-10 08:43:34","","","","3865",""
"582","76195","3","2015-04-11 04:34:08","","","","4679",""
"583","76522","3","2015-04-19 06:08:08","","","","3865",""
"584","76517","3","2015-04-19 06:08:45","","","","3865",""
"585","76546","3","2015-04-19 18:57:13","2015-04-19 19:25:13","","","3865","3865"
"586","76590","3","2015-04-20 11:59:43","","","","3865",""
"587","76570","3","2015-04-20 12:55:29","","","","3865",""
"588","76512","3","2015-04-20 12:55:38","","","","3865",""
"589","74311","15","2015-04-22 08:48:04","2015-04-23 11:28:54","","","21546","21546"
"590","76913","3","2015-04-26 12:26:13","","","","3865",""
"591","76922","3","2015-04-27 05:43:59","","","","4679",""
"592","76959","1","2015-04-28 09:35:19","","","","4679",""
"593","77090","3","2015-04-29 16:05:20","","","","3865",""
"594","77113","3","2015-04-30 08:30:30","","","","3865",""
"595","78358","3","2015-05-06 11:07:37","","","","3865",""
"596","77291","11","2015-05-08 01:52:49","2015-05-14 03:27:52","","","65651","65651"
"597","78574","1","2015-05-11 09:55:39","","","","3865",""
"598","78490","11","2015-05-12 12:37:49","2015-05-19 19:16:58","","","38243","38243"
"599","78580","14","2015-05-13 13:34:57","2015-05-19 06:44:37","","","45488","45488"
"600","1795","15","2015-05-13 14:05:44","2015-05-14 15:59:08","","would like to see more profound answers with strong research background :)","45488","45488"
"601","78628","15","2015-05-14 02:46:26","2015-05-15 10:27:54","","","58102","58102"
"602","62270","11","2015-05-19 07:12:12","2015-05-27 08:48:57","","I would like to know whether it is considered important both in terms of risk analysis and implementation effort estimation to try and track the stability of a UI component or a design concept in an Agile + UX project.","27659","-1"
"603","79115","3","2015-05-22 10:01:50","","","","3865",""
"604","78842","15","2015-05-22 21:08:45","2015-05-27 21:16:15","","This bounty will be awarded to @rewobs (see my comment to his answer)","62445","62445"
"605","79274","1","2015-05-27 02:48:02","","","","3865",""
"606","79253","3","2015-05-29 13:50:06","","","","3865",""
"607","79431","3","2015-05-29 13:50:18","","","","3865",""
"608","79314","11","2015-05-29 15:13:32","2015-06-01 16:50:58","","","41920","41920"
"609","79457","3","2015-05-30 04:45:10","","","","4679",""
"610","79581","1","2015-06-02 14:12:01","","","","3865",""
"611","79679","3","2015-06-04 08:57:18","","","","4679",""
"612","79691","3","2015-06-04 14:06:05","","","","3865",""
"613","76312","15","2015-06-04 14:22:30","2015-06-05 15:37:16","","","63463","63463"
"614","79805","3","2015-06-10 08:09:26","","","","3865",""
"615","79666","13","2015-06-12 01:53:59","2015-06-20 03:39:14","","Will settle for even just good examples and maybe obscure references or links.","27659","-1"
"616","73031","11","2015-06-13 01:06:17","2015-06-19 04:20:17","","I'm starting a bounty on this question mainly because the OP is contributing to an open source project (good karma), but also because it's an interesting question.","62445","62445"
"617","80181","3","2015-06-15 14:16:48","","","","3865",""
"618","80222","3","2015-06-16 03:17:52","","","","4679",""
"619","80281","3","2015-06-17 08:20:40","2015-09-02 21:08:14","","","3865","3865"
"620","80258","1","2015-06-17 10:33:30","","","","3865",""
"621","80363","1","2015-06-19 05:01:39","","","","3865",""
"622","80498","14","2015-06-27 15:47:51","2015-07-03 05:42:17","","As you can see in the question itself, and you might observed the different keyboard layouts in various locations, is there any specific reason?","54144","54144"
"623","80956","3","2015-07-03 10:59:32","","","","3865",""
"624","80694","11","2015-07-03 13:02:21","2015-07-11 14:16:10","","","67800","-1"
"625","81009","11","2015-07-07 14:08:16","2015-07-14 12:28:06","","","68194","68194"
"626","64356","3","2015-07-11 05:50:18","","","","4679",""
"627","81616","15","2015-07-20 13:11:52","2015-07-21 14:03:50","","","66622","66622"
"628","82341","11","2015-08-04 16:24:41","2015-08-09 18:37:28","","I'm currently running up against this problem at work and would like some insight on possible solutions of handling easy reordering of hierarchical lists that have on average 20 items and can go to upwards of 200 items.","15140","15140"
"629","82177","15","2015-08-07 14:00:02","2015-08-08 14:18:25","","","62535","62535"
"630","82556","15","2015-08-07 14:41:23","2015-08-08 16:44:55","","Rayraegah's answer is one of the most completely researched answers I've seen especially for a question you'd believe has a simple answer.","62535","62535"
"631","82732","3","2015-08-10 07:14:37","","","","3865",""
"632","82485","12","2015-08-10 12:49:48","2015-08-18 13:53:13","","While I think the answer given is okay, it's too broad/vague: the difference between 1 and 2 seconds could be considerable, 1 and 3 even more so. Looking for nuance! Thank you :)","5845","-1"
"633","81566","13","2015-08-14 11:35:30","2015-08-22 12:52:59","","I'd like directions to some great resources that define the way that well known UI components such as radio buttons, selectlists etc should be used and understood by UI, UX and Interaction Designers. Particularly the answer should be focused on addressing the needs of beginners who have limited prior knowledge so often misuse components. If somebody would like to provide their own exhaustive/comprehensive outline that I think serves the same purpose I'll offer another 200 points (so 300 total).","64142","-1"
"634","82875","11","2015-08-14 13:35:00","2015-08-20 04:52:19","","","70931","70931"
"635","83025","1","2015-08-14 15:29:35","2015-08-14 15:43:28","","","3865","3865"
"636","83438","3","2015-08-23 17:21:44","","","","3865",""
"637","83458","3","2015-08-24 05:53:04","","","","4679",""
"638","83432","1","2015-08-24 09:38:10","2015-09-02 21:05:17","","","3865","3865"
"639","83277","11","2015-08-28 15:54:23","2015-09-04 11:45:30","","","71100","71100"
"640","83931","3","2015-09-01 16:01:44","","","","3865",""
"641","83900","3","2015-09-05 05:18:48","","","","4679",""
"642","84291","3","2015-09-08 13:01:17","","","","3865",""
"643","84386","3","2015-09-10 13:56:31","2015-09-17 08:43:55","","","3865","3865"
"644","84643","3","2015-09-17 08:43:13","2015-09-17 09:12:15","","","3865","3865"
"645","84694","3","2015-09-18 09:29:25","","","","3865",""
"646","84883","1","2015-09-23 13:08:11","","","","3865",""
"647","84922","1","2015-09-23 13:09:03","2015-09-24 13:51:18","","","3865","3865"
"648","84924","1","2015-09-23 17:37:44","","","","4679",""
"649","84961","14","2015-09-26 14:45:23","2015-10-03 16:03:38","","","25447","25447"
"650","66847","11","2015-10-08 20:20:35","2015-10-14 21:57:04","","","56511","56511"
"651","85656","3","2015-10-11 15:36:02","","","","3865",""
"652","85679","3","2015-10-12 08:27:53","","","","3865",""
"653","85701","3","2015-10-12 20:18:20","","","","4679",""
"654","86065","3","2015-10-21 09:59:10","","","","3865",""
"655","62055","11","2015-10-22 12:17:11","2015-10-29 14:13:03","","There is a lot more possibilities in improving UX using Google Analytics data. People focusing on CRO (Conversion Rate Optimization) use both Quantitative and Qualitative approach to incease revenue by improving UX.

Current answers are a pretty good start, but there is much more to it.","45097","45097"
"656","86148","3","2015-10-23 09:13:54","","","","3865",""
"657","86278","3","2015-10-27 08:21:37","","","","4679",""
"658","86324","3","2015-10-28 12:48:46","","","","3865",""
"659","86517","3","2015-11-03 09:20:28","","","","3865",""
